Cod Vendas;Data;ID Loja;Produto;Quantidade;Valor Unitário;Valor Final
29576;2024-12-15;Loja 02;Tênis Corrida;1;138,87;138,87
29577;2024-03-26;Loja 11;Blusa Manga Longa;2;85,31;170,62
29578;2024-11-27;Loja 19;Sapato Social;4;191,52;766,08
29579;2024-12-17;Loja 12;Shorts Sarja;5;34,14;170,7
29580;2023-05-09;Loja 10;Chinelo;4;35,63;142,52
29581;2024-08-27;Loja 01;Camisa Polo;5;125,92;629,6
29582;2023-10-23;Loja 12;Calça Jeans;2;171,59;343,18
29583;2023-12-18;Loja 09;Shorts Sarja;1;54,55;54,55
29584;2023-01-31;Loja 19;Blusa Manga Longa;2;81,72;163,44
29585;2024-01-25;Loja 18;Sapato Social;5;163,97;819,85
29586;2024-11-19;Loja 12;Tênis Corrida;2;188,91;377,82
29587;2024-09-06;Loja 09;Camisa Polo;3;74,2;222,6
29588;2025-07-22;Loja 10;Sapato Social;3;204,28;612,84
29589;2024-01-07;Loja 19;Calça Jeans;2;148,1;296,2
29590;2024-06-30;Loja 09;Sapato Social;5;207,09;1035,45
29591;2025-09-12;Loja 07;Chinelo;3;23,57;70,71
29592;2024-12-31;Loja 10;Tênis Esportivo;1;211,36;211,36
29593;2025-09-09;Loja 14;Sapato Social;4;186,12;744,48
29594;2023-04-20;Loja 09;Tênis Esportivo;4;297,13;1188,52
29595;2024-05-20;Loja 10;Sapatilha Casual;5;102,52;512,6
29596;2024-03-13;Loja 17;Sapato Social;2;114,47;228,94
29597;2023-04-11;Loja 19;Sapatilha Casual;5;93,64;468,2
29598;2024-04-01;Loja 02;Tênis Corrida;2;201,49;402,98
29599;2023-07-08;Loja 11;Shorts Sarja;2;73,22;146,44
29600;2023-11-04;Loja 04;Chinelo;2;35,73;71,46
29601;2023-01-03;Loja 18;Chinelo;3;22,5;67,5
29602;2024-09-08;Loja 13;Camiseta Básica;3;57,02;171,06
29603;2025-11-09;Loja 02;Tênis Esportivo;3;181,08;543,24
29604;2023-03-28;Loja 04;Camiseta Básica;4;94,29;377,16
29605;2025-04-13;Loja 13;Chinelo;2;21,73;43,46
29606;2024-07-16;Loja 14;Bota Couro;4;143,73;574,92
29607;2023-12-26;Loja 10;Blusa Manga Longa;4;97,18;388,72
29608;2024-08-13;Loja 03;Calça Moletom;5;55,86;279,3
29609;2024-02-12;Loja 03;Camiseta Básica;1;94,07;94,07
29610;2022-12-31;Loja 02;Bota Couro;4;297,84;1191,36
29611;2023-12-05;Loja 04;Blusa Manga Longa;1;90,54;90,54
29612;2024-11-29;Loja 18;Sapatilha Casual;3;67,84;203,52
29613;2023-06-09;Loja 15;Camisa Polo;2;79,44;158,88
29614;2024-05-07;Loja 07;Bota Couro;1;266,5;266,5
29615;2025-04-22;Loja 05;Tênis Esportivo;1;97,43;97,43
29616;2024-09-18;Loja 11;Sapatilha Casual;1;32,82;32,82
29617;2025-05-25;Loja 15;Tênis Corrida;1;137,78;137,78
29618;2025-10-13;Loja 08;Tênis Corrida;1;167,69;167,69
29619;2025-07-25;Loja 18;Camisa Polo;4;83,88;335,52
29620;2023-01-21;Loja 10;Shorts Sarja;5;35,36;176,8
29621;2023-04-21;Loja 07;Tênis Corrida;5;250,68;1253,4
29622;2023-10-06;Loja 18;Calça Jeans;3;146,99;440,97
29623;2023-12-11;Loja 18;Tênis Corrida;1;70,85;70,85
29624;2025-02-22;Loja 12;Blusa Manga Longa;5;89,06;445,3
29625;2024-05-26;Loja 04;Calça Jeans;4;117,77;471,08
29626;2024-05-22;Loja 14;Calça Moletom;2;117,16;234,32
29627;2023-04-25;Loja 18;Blusa Manga Longa;5;77,46;387,3
29628;2025-11-05;Loja 07;Tênis Esportivo;3;76,43;229,29
29629;2025-01-07;Loja 09;Tênis Corrida;2;65,63;131,26
29630;2023-11-06;Loja 03;Blusa Manga Longa;5;95,01;475,05
29631;2023-05-08;Loja 15;Chinelo;1;25,67;25,67
29632;2023-06-04;Loja 16;Bota Couro;1;182,37;182,37
29633;2024-06-01;Loja 04;Blusa Manga Longa;1;51,56;51,56
29634;2025-08-14;Loja 02;Bota Couro;1;153,72;153,72
29635;2022-11-28;Loja 10;Calça Jeans;2;94,11;188,22
29636;2025-06-26;Loja 10;Sapato Social;5;178,9;894,5
29637;2024-08-20;Loja 09;Calça Moletom;2;116,64;233,28
29638;2025-05-09;Loja 03;Sapatilha Casual;5;80,69;403,45
29639;2024-10-26;Loja 04;Sapatilha Casual;1;38,17;38,17
29640;2023-10-27;Loja 06;Camisa Polo;2;50,87;101,74
29641;2025-06-28;Loja 12;Shorts Sarja;5;79,53;397,65
29642;2023-05-28;Loja 03;Tênis Esportivo;3;198,58;595,74
29643;2023-06-12;Loja 08;Sapato Social;3;216,36;649,08
29644;2025-03-11;Loja 04;Shorts Sarja;5;60,96;304,8
29645;2025-11-05;Loja 16;Calça Moletom;1;121,36;121,36
29646;2023-04-06;Loja 08;Bota Couro;4;275,08;1100,32
29647;2025-01-03;Loja 06;Calça Jeans;3;143,07;429,21
29648;2025-08-15;Loja 02;Sapato Social;3;179,19;537,57
29649;2024-01-30;Loja 09;Shorts Sarja;5;48,2;241,0
29650;2024-05-25;Loja 17;Camisa Polo;4;146,26;585,04
29651;2025-06-07;Loja 11;Sapato Social;3;187,3;561,9
29652;2025-07-14;Loja 10;Calça Moletom;2;80,04;160,08
29653;2025-10-28;Loja 15;Camisa Polo;4;148,83;595,32
29654;2023-02-15;Loja 01;Camisa Polo;4;81,77;327,08
29655;2024-06-09;Loja 07;Calça Moletom;3;179,27;537,81
29656;2024-10-06;Loja 18;Camisa Polo;4;52,93;211,72
29657;2024-07-18;Loja 05;Camisa Polo;5;71,78;358,9
29658;2024-07-22;Loja 13;Camiseta Básica;3;127,41;382,23
29659;2024-10-18;Loja 19;Tênis Corrida;5;211,7;1058,5
29660;2024-05-13;Loja 06;Camiseta Básica;5;62,02;310,1
29661;2023-03-18;Loja 10;Calça Moletom;2;120,7;241,4
29662;2024-09-08;Loja 08;Sapatilha Casual;5;77,24;386,2
29663;2024-05-09;Loja 11;Camisa Polo;2;95,06;190,12
29664;2023-12-28;Loja 19;Camiseta Básica;3;129,05;387,15
29665;2023-08-06;Loja 20;Chinelo;3;31,88;95,64
29666;2024-12-08;Loja 09;Camisa Polo;4;103,64;414,56
29667;2025-07-18;Loja 13;Bota Couro;2;307,4;614,8
29668;2025-11-08;Loja 08;Camisa Polo;4;102,68;410,72
29669;2024-12-19;Loja 11;Shorts Sarja;4;42,12;168,48
29670;2023-01-13;Loja 01;Sapato Social;2;191,85;383,7
29671;2025-11-15;Loja 06;Bota Couro;1;339,0;339,0
29672;2024-08-11;Loja 01;Sapato Social;2;162,97;325,94
29673;2025-04-30;Loja 04;Chinelo;3;12,31;36,93
29674;2025-03-18;Loja 04;Camiseta Básica;1;88,6;88,6
29675;2025-11-19;Loja 15;Sapatilha Casual;2;115,09;230,18
29676;2023-11-25;Loja 08;Chinelo;1;39,2;39,2
29677;2024-01-30;Loja 15;Blusa Manga Longa;5;78,77;393,85
29678;2024-04-03;Loja 13;Tênis Esportivo;5;193,09;965,45
29679;2023-01-26;Loja 17;Sapato Social;1;241,45;241,45
29680;2025-03-19;Loja 02;Tênis Esportivo;1;135,01;135,01
29681;2024-02-02;Loja 18;Shorts Sarja;4;40,45;161,8
29682;2023-04-18;Loja 02;Calça Jeans;4;91,9;367,6
29683;2024-08-07;Loja 20;Sapato Social;2;190,08;380,16
29684;2024-04-25;Loja 19;Calça Jeans;3;58,69;176,07
29685;2024-10-14;Loja 18;Bota Couro;4;101,77;407,08
29686;2023-05-19;Loja 17;Calça Jeans;1;77,57;77,57
29687;2024-04-21;Loja 14;Bota Couro;1;215,48;215,48
29688;2025-09-30;Loja 20;Camiseta Básica;3;149,49;448,47
29689;2025-05-05;Loja 04;Blusa Manga Longa;5;85,4;427,0
29690;2025-03-26;Loja 02;Tênis Esportivo;5;76,57;382,85
29691;2023-11-11;Loja 04;Blusa Manga Longa;1;71,31;71,31
29692;2024-03-13;Loja 16;Calça Jeans;3;137,46;412,38
29693;2023-10-25;Loja 07;Camisa Polo;4;115,12;460,48
29694;2025-05-17;Loja 07;Camisa Polo;4;100,17;400,68
29695;2023-11-01;Loja 19;Blusa Manga Longa;3;58,46;175,38
29696;2023-11-02;Loja 01;Blusa Manga Longa;2;60,26;120,52
29697;2024-10-17;Loja 08;Chinelo;5;41,91;209,55
29698;2024-08-08;Loja 14;Sapatilha Casual;1;85,24;85,24
29699;2024-06-17;Loja 14;Shorts Sarja;1;53,89;53,89
29700;2024-08-23;Loja 10;Bota Couro;1;201,62;201,62
29701;2025-05-31;Loja 02;Calça Moletom;3;116,14;348,42
29702;2025-06-26;Loja 12;Shorts Sarja;4;87,4;349,6
29703;2023-03-29;Loja 04;Camisa Polo;5;108,67;543,35
29704;2023-11-13;Loja 11;Sapatilha Casual;5;62,76;313,8
29705;2023-10-22;Loja 15;Camisa Polo;4;79,08;316,32
29706;2025-02-05;Loja 16;Calça Moletom;3;115,42;346,26
29707;2024-01-06;Loja 18;Sapato Social;2;220,12;440,24
29708;2022-12-08;Loja 03;Bota Couro;1;116,88;116,88
29709;2025-05-11;Loja 16;Shorts Sarja;5;86,82;434,1
29710;2024-02-26;Loja 14;Chinelo;3;11,77;35,31
29711;2024-02-11;Loja 10;Bota Couro;3;338,43;1015,29
29712;2025-02-03;Loja 12;Chinelo;2;16,98;33,96
29713;2024-09-25;Loja 14;Tênis Esportivo;5;123,88;619,4
29714;2024-12-04;Loja 09;Camisa Polo;3;40,09;120,27
29715;2025-08-12;Loja 09;Bota Couro;4;178,76;715,04
29716;2023-01-03;Loja 07;Camisa Polo;1;55,87;55,87
29717;2024-07-10;Loja 16;Blusa Manga Longa;5;85,03;425,15
29718;2024-09-15;Loja 03;Camisa Polo;1;149,61;149,61
29719;2023-04-20;Loja 18;Blusa Manga Longa;4;73,93;295,72
29720;2023-03-05;Loja 16;Sapatilha Casual;5;62,32;311,6
29721;2025-02-25;Loja 05;Camisa Polo;1;97,31;97,31
29722;2023-05-25;Loja 13;Sapatilha Casual;3;55,31;165,93
29723;2024-06-04;Loja 18;Calça Moletom;1;69,91;69,91
29724;2024-06-13;Loja 13;Sapatilha Casual;2;104,44;208,88
29725;2024-01-20;Loja 06;Bota Couro;3;330,28;990,84
29726;2023-12-06;Loja 03;Camisa Polo;5;138,21;691,05
29727;2024-02-16;Loja 04;Sapatilha Casual;5;53,77;268,85
29728;2023-05-24;Loja 13;Chinelo;4;16,23;64,92
29729;2023-09-30;Loja 08;Sapato Social;3;181,39;544,17
29730;2024-11-03;Loja 18;Shorts Sarja;1;76,05;76,05
29731;2024-05-12;Loja 08;Sapato Social;1;155,7;155,7
29732;2024-04-25;Loja 19;Chinelo;4;22,98;91,92
29733;2025-04-19;Loja 18;Bota Couro;5;104,05;520,25
29734;2023-04-30;Loja 18;Calça Jeans;2;77,86;155,72
29735;2023-02-27;Loja 02;Chinelo;5;41,61;208,05
29736;2024-09-07;Loja 04;Tênis Corrida;2;117,51;235,02
29737;2024-01-20;Loja 14;Calça Jeans;1;100,13;100,13
29738;2023-09-28;Loja 13;Camisa Polo;2;81,06;162,12
29739;2023-02-05;Loja 13;Calça Jeans;3;95,84;287,52
29740;2023-10-05;Loja 11;Bota Couro;4;314,83;1259,32
29741;2024-07-26;Loja 15;Blusa Manga Longa;2;43,55;87,1
29742;2024-08-17;Loja 13;Blusa Manga Longa;2;66,21;132,42
29743;2022-12-13;Loja 10;Calça Jeans;5;179,72;898,6
29744;2025-08-13;Loja 13;Bota Couro;5;214,54;1072,7
29745;2023-12-10;Loja 05;Tênis Corrida;2;291,73;583,46
29746;2024-05-10;Loja 06;Shorts Sarja;3;73,9;221,7
29747;2024-06-11;Loja 19;Tênis Corrida;2;235,2;470,4
29748;2024-09-24;Loja 10;Camisa Polo;3;63,76;191,28
29749;2023-09-17;Loja 07;Bota Couro;5;107,27;536,35
29750;2023-02-09;Loja 01;Chinelo;1;21,83;21,83
29751;2024-07-15;Loja 03;Camiseta Básica;5;78,14;390,7
29752;2023-01-16;Loja 05;Sapato Social;4;160,74;642,96
29753;2025-04-15;Loja 09;Blusa Manga Longa;2;102,6;205,2
29754;2023-11-23;Loja 12;Bota Couro;4;303,48;1213,92
29755;2025-10-20;Loja 14;Shorts Sarja;2;73,85;147,7
29756;2023-01-06;Loja 03;Camiseta Básica;2;44,48;88,96
29757;2024-03-14;Loja 06;Calça Jeans;3;139,46;418,38
29758;2025-08-13;Loja 07;Sapatilha Casual;4;43,72;174,88
29759;2023-10-22;Loja 12;Bota Couro;5;226,29;1131,45
29760;2025-07-10;Loja 09;Shorts Sarja;4;76,41;305,64
29761;2023-07-20;Loja 20;Calça Moletom;2;94,63;189,26
29762;2024-09-25;Loja 13;Tênis Esportivo;2;292,69;585,38
29763;2024-08-12;Loja 14;Sapatilha Casual;2;88,39;176,78
29764;2023-09-07;Loja 14;Sapatilha Casual;3;105,83;317,49
29765;2025-07-05;Loja 11;Shorts Sarja;2;46,19;92,38
29766;2024-07-12;Loja 20;Camiseta Básica;1;138,66;138,66
29767;2025-03-05;Loja 09;Tênis Esportivo;1;256,85;256,85
29768;2024-04-29;Loja 04;Calça Jeans;5;63,48;317,4
29769;2023-05-16;Loja 12;Sapatilha Casual;3;34,59;103,77
29770;2023-01-06;Loja 10;Tênis Corrida;2;199,88;399,76
29771;2025-10-12;Loja 18;Tênis Corrida;5;104,02;520,1
29772;2023-12-17;Loja 02;Camisa Polo;3;100,59;301,77
29773;2025-05-24;Loja 18;Calça Jeans;3;60,85;182,55
29774;2024-03-07;Loja 10;Sapatilha Casual;3;74,57;223,71
29775;2025-04-15;Loja 02;Tênis Esportivo;5;255,46;1277,3
29776;2024-03-30;Loja 14;Sapatilha Casual;1;118,64;118,64
29777;2024-05-24;Loja 19;Calça Moletom;2;94,38;188,76
29778;2025-08-13;Loja 03;Camisa Polo;2;106,68;213,36
29779;2024-07-21;Loja 13;Shorts Sarja;3;65,28;195,84
29780;2024-05-28;Loja 20;Chinelo;3;40,09;120,27
29781;2024-09-21;Loja 02;Bota Couro;2;316,99;633,98
29782;2025-08-29;Loja 11;Chinelo;3;31,27;93,81
29783;2023-07-06;Loja 13;Calça Jeans;3;61,16;183,48
29784;2023-12-04;Loja 07;Camiseta Básica;3;49,29;147,87
29785;2023-01-14;Loja 09;Camiseta Básica;3;91,32;273,96
29786;2025-11-09;Loja 07;Tênis Esportivo;2;99,56;199,12
29787;2025-08-25;Loja 12;Camiseta Básica;3;115,87;347,61
29788;2024-11-15;Loja 15;Blusa Manga Longa;4;88,88;355,52
29789;2024-06-24;Loja 14;Shorts Sarja;2;87,54;175,08
29790;2024-09-25;Loja 08;Bota Couro;5;327,61;1638,05
29791;2023-12-24;Loja 20;Camiseta Básica;3;140,57;421,71
29792;2024-02-16;Loja 19;Camisa Polo;1;55,65;55,65
29793;2023-01-22;Loja 07;Sapatilha Casual;1;53,74;53,74
29794;2025-05-01;Loja 16;Tênis Esportivo;1;257,73;257,73
29795;2024-02-13;Loja 13;Camisa Polo;2;64,41;128,82
29796;2024-06-06;Loja 09;Tênis Corrida;4;278,5;1114,0
29797;2025-06-29;Loja 18;Camiseta Básica;1;106,49;106,49
29798;2024-12-24;Loja 17;Chinelo;4;38,51;154,04
29799;2023-04-17;Loja 13;Camisa Polo;3;79,43;238,29
29800;2024-02-13;Loja 01;Shorts Sarja;2;74,05;148,1
29801;2024-02-18;Loja 02;Camiseta Básica;1;88,81;88,81
29802;2024-08-05;Loja 04;Sapato Social;1;200,65;200,65
29803;2025-01-27;Loja 13;Camiseta Básica;5;94,55;472,75
29804;2025-04-06;Loja 13;Camisa Polo;3;110,12;330,36
29805;2025-06-19;Loja 07;Calça Jeans;4;64,0;256,0
29806;2023-02-20;Loja 04;Shorts Sarja;3;51,05;153,15
29807;2024-06-27;Loja 07;Tênis Corrida;4;179,61;718,44
29808;2025-10-22;Loja 08;Shorts Sarja;3;46,94;140,82
29809;2024-04-17;Loja 20;Blusa Manga Longa;5;104,83;524,15
29810;2022-12-24;Loja 09;Calça Jeans;2;96,2;192,4
29811;2024-01-09;Loja 01;Camisa Polo;2;86,49;172,98
29812;2025-10-28;Loja 18;Calça Moletom;1;51,77;51,77
29813;2025-07-09;Loja 11;Camiseta Básica;3;118,08;354,24
29814;2025-10-10;Loja 15;Bota Couro;2;183,89;367,78
29815;2025-07-04;Loja 11;Camisa Polo;5;87,59;437,95
29816;2023-12-06;Loja 05;Calça Moletom;4;72,24;288,96
29817;2024-06-11;Loja 14;Calça Jeans;3;156,86;470,58
29818;2023-09-24;Loja 11;Blusa Manga Longa;5;57,63;288,15
29819;2022-11-30;Loja 02;Shorts Sarja;1;69,23;69,23
29820;2024-06-29;Loja 15;Calça Moletom;4;82,24;328,96
29821;2025-11-06;Loja 09;Bota Couro;2;322,9;645,8
29822;2022-12-11;Loja 13;Calça Jeans;4;68,35;273,4
29823;2025-07-13;Loja 14;Calça Jeans;4;71,37;285,48
29824;2025-05-03;Loja 10;Camiseta Básica;3;103,52;310,56
29825;2023-08-30;Loja 20;Blusa Manga Longa;5;105,87;529,35
29826;2023-05-17;Loja 01;Shorts Sarja;3;44,87;134,61
29827;2025-08-30;Loja 09;Bota Couro;1;220,76;220,76
29828;2024-06-10;Loja 07;Sapatilha Casual;5;68,63;343,15
29829;2023-04-23;Loja 16;Tênis Esportivo;1;104,5;104,5
29830;2024-10-27;Loja 09;Chinelo;4;30,31;121,24
29831;2023-03-19;Loja 14;Tênis Esportivo;4;93,64;374,56
29832;2025-08-30;Loja 13;Chinelo;1;27,95;27,95
29833;2023-11-15;Loja 12;Calça Moletom;3;133,66;400,98
29834;2025-07-03;Loja 06;Calça Moletom;1;122,74;122,74
29835;2023-04-06;Loja 15;Shorts Sarja;1;39,84;39,84
29836;2023-07-06;Loja 02;Chinelo;2;39,91;79,82
29837;2025-05-30;Loja 13;Chinelo;3;19,97;59,91
29838;2024-08-08;Loja 08;Tênis Esportivo;1;229,16;229,16
29839;2025-07-28;Loja 05;Sapato Social;3;242,21;726,63
29840;2023-10-19;Loja 14;Blusa Manga Longa;5;55,56;277,8
29841;2025-06-21;Loja 08;Camisa Polo;2;69,64;139,28
29842;2024-09-29;Loja 07;Tênis Corrida;1;118,17;118,17
29843;2024-01-07;Loja 14;Calça Moletom;3;172,45;517,35
29844;2022-12-28;Loja 03;Camisa Polo;2;108,85;217,7
29845;2024-02-11;Loja 14;Camisa Polo;3;67,76;203,28
29846;2025-01-24;Loja 13;Calça Jeans;1;142,08;142,08
29847;2023-06-24;Loja 13;Calça Jeans;5;99,59;497,95
29848;2023-08-18;Loja 05;Sapato Social;3;215,01;645,03
29849;2024-04-23;Loja 03;Camisa Polo;5;108,61;543,05
29850;2025-10-30;Loja 03;Bota Couro;4;337,65;1350,6
29851;2023-12-21;Loja 11;Sapatilha Casual;3;37,87;113,61
29852;2025-01-23;Loja 07;Calça Moletom;2;110,48;220,96
29853;2024-09-02;Loja 02;Calça Jeans;4;83,21;332,84
29854;2023-09-12;Loja 03;Sapatilha Casual;5;32,74;163,7
29855;2023-01-31;Loja 14;Sapato Social;2;169,87;339,74
29856;2025-04-05;Loja 09;Sapatilha Casual;1;90,67;90,67
29857;2025-11-06;Loja 02;Camisa Polo;4;118,28;473,12
29858;2023-10-16;Loja 13;Tênis Corrida;1;153,82;153,82
29859;2024-07-08;Loja 09;Bota Couro;2;302,48;604,96
29860;2025-08-30;Loja 18;Calça Jeans;1;168,53;168,53
29861;2023-09-01;Loja 06;Chinelo;2;23,45;46,9
29862;2025-04-06;Loja 17;Shorts Sarja;4;67,58;270,32
29863;2023-07-13;Loja 18;Sapatilha Casual;1;60,59;60,59
29864;2024-04-23;Loja 01;Tênis Corrida;2;234,71;469,42
29865;2023-03-13;Loja 05;Calça Jeans;3;102,39;307,17
29866;2024-10-16;Loja 02;Chinelo;2;34,89;69,78
29867;2023-02-01;Loja 17;Blusa Manga Longa;1;107,44;107,44
29868;2023-06-10;Loja 15;Tênis Corrida;3;190,42;571,26
29869;2025-11-17;Loja 02;Tênis Esportivo;1;249,59;249,59
29870;2024-02-14;Loja 06;Camiseta Básica;4;140,81;563,24
29871;2025-05-28;Loja 19;Calça Jeans;4;125,38;501,52
29872;2025-11-12;Loja 17;Calça Jeans;4;65,64;262,56
29873;2025-03-10;Loja 15;Tênis Corrida;4;79,02;316,08
29874;2023-03-19;Loja 12;Sapatilha Casual;5;87,67;438,35
29875;2023-06-01;Loja 04;Calça Moletom;5;146,67;733,35
29876;2023-08-08;Loja 03;Bota Couro;2;292,11;584,22
29877;2025-08-11;Loja 12;Sapato Social;2;211,8;423,6
29878;2025-03-08;Loja 19;Sapatilha Casual;4;94,6;378,4
29879;2022-12-13;Loja 17;Camiseta Básica;1;46,78;46,78
29880;2025-02-18;Loja 01;Camiseta Básica;1;72,69;72,69
29881;2024-07-31;Loja 20;Blusa Manga Longa;2;101,23;202,46
29882;2025-10-08;Loja 09;Blusa Manga Longa;5;75,48;377,4
29883;2023-07-03;Loja 16;Bota Couro;4;165,86;663,44
29884;2025-08-07;Loja 11;Tênis Corrida;5;129,48;647,4
29885;2024-03-22;Loja 18;Calça Jeans;2;169,03;338,06
29886;2023-05-08;Loja 18;Tênis Corrida;3;285,29;855,87
29887;2024-08-09;Loja 05;Sapatilha Casual;5;37,89;189,45
29888;2023-09-26;Loja 19;Calça Jeans;4;53,88;215,52
29889;2023-08-08;Loja 19;Shorts Sarja;2;38,44;76,88
29890;2025-01-05;Loja 01;Bota Couro;5;161,52;807,6
29891;2023-10-17;Loja 18;Calça Moletom;3;106,9;320,7
29892;2025-04-07;Loja 15;Shorts Sarja;4;51,73;206,92
29893;2025-09-29;Loja 02;Camiseta Básica;1;142,33;142,33
29894;2025-09-15;Loja 05;Shorts Sarja;3;46,22;138,66
29895;2025-05-30;Loja 17;Blusa Manga Longa;2;78,68;157,36
29896;2024-06-19;Loja 15;Calça Jeans;2;111,09;222,18
29897;2023-10-28;Loja 16;Calça Jeans;3;74,3;222,9
29898;2024-08-23;Loja 05;Shorts Sarja;4;72,81;291,24
29899;2024-11-28;Loja 09;Tênis Esportivo;2;252,28;504,56
29900;2023-06-17;Loja 13;Camisa Polo;4;48,18;192,72
29901;2025-08-05;Loja 08;Blusa Manga Longa;3;42,54;127,62
29902;2025-11-09;Loja 18;Sapato Social;3;214,71;644,13
29903;2023-06-21;Loja 08;Tênis Esportivo;5;120,19;600,95
29904;2024-08-25;Loja 15;Sapatilha Casual;1;73,16;73,16
29905;2025-07-18;Loja 20;Tênis Esportivo;5;273,61;1368,05
29906;2025-07-05;Loja 10;Tênis Esportivo;5;241,94;1209,7
29907;2023-10-13;Loja 05;Camisa Polo;4;127,96;511,84
29908;2024-03-16;Loja 15;Shorts Sarja;3;53,41;160,23
29909;2023-10-01;Loja 11;Camiseta Básica;2;44,81;89,62
29910;2024-01-08;Loja 07;Calça Jeans;1;160,24;160,24
29911;2024-09-28;Loja 05;Bota Couro;5;132,51;662,55
29912;2024-09-10;Loja 19;Sapato Social;5;136,86;684,3
29913;2025-05-12;Loja 06;Calça Moletom;4;75,23;300,92
29914;2023-03-02;Loja 02;Bota Couro;1;302,46;302,46
29915;2025-07-11;Loja 02;Bota Couro;5;333,52;1667,6
29916;2024-09-02;Loja 01;Tênis Corrida;2;116,21;232,42
29917;2025-01-03;Loja 10;Sapato Social;2;134,39;268,78
29918;2023-05-17;Loja 14;Camisa Polo;1;100,81;100,81
29919;2023-04-05;Loja 10;Tênis Corrida;3;81,92;245,76
29920;2024-08-26;Loja 02;Bota Couro;5;319,55;1597,75
29921;2023-04-22;Loja 01;Camisa Polo;4;57,44;229,76
29922;2023-06-16;Loja 08;Tênis Corrida;2;232,45;464,9
29923;2023-09-09;Loja 20;Sapato Social;1;120,2;120,2
29924;2024-02-08;Loja 11;Calça Moletom;5;139,93;699,65
29925;2025-05-22;Loja 16;Sapatilha Casual;4;38,12;152,48
29926;2024-03-25;Loja 16;Tênis Esportivo;5;167,67;838,35
29927;2023-06-02;Loja 14;Sapato Social;5;221,87;1109,35
29928;2025-09-19;Loja 07;Camisa Polo;1;75,61;75,61
29929;2024-11-22;Loja 06;Chinelo;2;49,66;99,32
29930;2025-05-20;Loja 02;Bota Couro;3;311,65;934,95
29931;2023-12-11;Loja 20;Camisa Polo;4;113,25;453,0
29932;2024-01-25;Loja 08;Chinelo;1;45,88;45,88
29933;2023-06-06;Loja 01;Camiseta Básica;5;88,74;443,7
29934;2024-06-19;Loja 14;Shorts Sarja;5;70,89;354,45
29935;2025-03-08;Loja 15;Calça Moletom;5;125,12;625,6
29936;2024-10-25;Loja 04;Sapato Social;4;84,11;336,44
29937;2025-07-12;Loja 05;Blusa Manga Longa;5;86,33;431,65
29938;2025-03-12;Loja 16;Calça Moletom;3;168,91;506,73
29939;2022-12-23;Loja 04;Camiseta Básica;4;131,81;527,24
29940;2025-03-28;Loja 14;Sapato Social;5;95,13;475,65
29941;2025-10-23;Loja 19;Sapatilha Casual;5;58,52;292,6
29942;2024-07-10;Loja 08;Sapatilha Casual;5;85,26;426,3
29943;2024-10-09;Loja 04;Chinelo;3;47,96;143,88
29944;2024-03-05;Loja 14;Shorts Sarja;4;63,33;253,32
29945;2023-10-22;Loja 13;Tênis Corrida;1;255,29;255,29
29946;2024-05-08;Loja 07;Bota Couro;2;245,82;491,64
29947;2023-03-12;Loja 11;Calça Moletom;5;139,06;695,3
29948;2023-12-05;Loja 11;Calça Moletom;3;159,56;478,68
29949;2023-08-03;Loja 18;Blusa Manga Longa;4;102,77;411,08
29950;2023-10-22;Loja 10;Shorts Sarja;5;35,35;176,75
29951;2025-10-05;Loja 19;Chinelo;3;35,77;107,31
29952;2023-12-02;Loja 11;Sapato Social;4;224,61;898,44
29953;2023-09-06;Loja 17;Tênis Corrida;1;206,65;206,65
29954;2024-03-20;Loja 03;Sapatilha Casual;1;96,2;96,2
29955;2023-07-03;Loja 13;Calça Moletom;2;94,59;189,18
29956;2024-02-28;Loja 06;Sapatilha Casual;3;102,84;308,52
29957;2023-05-17;Loja 12;Blusa Manga Longa;5;71,67;358,35
29958;2024-11-02;Loja 01;Chinelo;3;29,68;89,04
29959;2023-08-28;Loja 19;Chinelo;1;44,64;44,64
29960;2023-09-20;Loja 18;Camiseta Básica;1;119,73;119,73
29961;2025-07-17;Loja 15;Sapatilha Casual;3;35,91;107,73
29962;2024-03-16;Loja 17;Shorts Sarja;3;75,51;226,53
29963;2023-02-04;Loja 14;Shorts Sarja;4;69,34;277,36
29964;2022-12-13;Loja 01;Sapatilha Casual;3;88,82;266,46
29965;2025-04-15;Loja 05;Chinelo;1;36,69;36,69
29966;2023-04-21;Loja 02;Calça Jeans;4;130,63;522,52
29967;2023-05-26;Loja 18;Sapato Social;2;158,09;316,18
29968;2023-08-25;Loja 01;Camiseta Básica;2;44,86;89,72
29969;2023-10-03;Loja 20;Shorts Sarja;5;80,45;402,25
29970;2025-05-06;Loja 06;Tênis Esportivo;2;262,28;524,56
29971;2023-01-16;Loja 06;Sapato Social;4;152,18;608,72
29972;2023-07-29;Loja 16;Blusa Manga Longa;2;70,58;141,16
29973;2023-01-01;Loja 08;Camiseta Básica;3;62,57;187,71
29974;2025-10-26;Loja 03;Chinelo;3;27,1;81,3
29975;2023-03-10;Loja 05;Bota Couro;2;257,77;515,54
29976;2025-11-20;Loja 16;Sapato Social;5;182,43;912,15
29977;2024-02-15;Loja 20;Blusa Manga Longa;4;57,86;231,44
29978;2022-11-27;Loja 09;Camisa Polo;4;98,15;392,6
29979;2025-11-10;Loja 09;Camiseta Básica;5;148,98;744,9
